accX,accY,accZ,gyroX,gyroY,gyroZ,angleX
1.3081,0.9468,0.6641,29.3579,-13.3667,1.9531,91.599
1.3555,0.9224,0.7188,23.6206,-7.019,1.4648,92.214
1.3306,0.8179,0.7246,22.583,8.8501,-3.9062,92.631
1.2915,0.8154,0.71,22.0337,12.3901,-7.4463,92.543
1.2793,0.8311,0.6895,21.4844,13.4277,-5.5542,92.433
1.2759,0.8516,0.6685,20.813,13.1836,-2.6245,92.324
1.2783,0.8843,0.645,19.043,13.1836,-1.5259,92.203
1.2998,0.9219,0.6392,13.855,15.625,-2.2583,91.967
1.3203,0.9087,0.6636,7.9956,18.1274,-2.1973,91.615
1.3145,0.8647,0.7144,5.127,18.0664,-3.7231,91.236
1.2256,0.7339,0.8164,13.7939,6.0425,-2.1362,90.95
1.2021,0.7144,0.7764,22.583,-2.9907,0.6104,91.241
1.229,0.7642,0.7266,32.2266,-10.437,2.2583,91.813
1.2954,0.9028,0.6929,28.9307,-12.6953,4.0894,92.406
1.3599,0.9468,0.6753,22.583,-8.9722,6.3477,92.851
1.3828,0.9199,0.6753,18.4937,-1.2207,6.2256,93.071
1.2944,0.8193,0.7056,14.6484,9.6436,1.8311,93.082
1.2466,0.7979,0.7485,15.1367,7.5684,-0.5493,92.999
1.2271,0.7832,0.7681,17.8223,2.3193,-0.4883,93.093
1.251,0.8066,0.7583,19.8364,-2.6855,0.3662,93.356
1.293,0.8311,0.7163,20.2637,-5.4321,0.5493,93.686
1.3379,0.8726,0.6816,17.5781,-5.127,0.9766,93.988
1.3579,0.8823,0.666,13.1836,-1.8921,1.9531,94.169
1.3467,0.8652,0.6655,11.0474,1.4648,2.5024,94.246
1.3193,0.8711,0.6831,6.6528,4.1504,0.9766,94.213
1.2183,0.8237,0.7656,3.9062,1.0376,-1.8921,94.125
1.1943,0.793,0.7856,8.606,-5.188,-3.6621,94.136
1.2397,0.7793,0.769,17.5171,-8.9111,-1.0986,94.34
1.2397,0.7793,0.769,17.5171,-8.9111,-1.0986,94.724
1.3955,0.8628,0.7114,15.4419,-0.6714,0.6714,95.257
1.4009,0.8477,0.7109,14.3433,7.0801,0,95.229
1.3438,0.8164,0.7056,14.0381,11.7188,0,95.092
1.2671,0.8208,0.7109,14.7705,11.1084,0.4272,94.977
1.2314,0.8242,0.7192,14.5264,6.8359,1.4648,94.96
1.2314,0.8213,0.7383,17.0288,1.2817,2.0752,95.109
1.2495,0.8394,0.7549,18.0054,-2.3804,2.3804,95.35
1.2734,0.8555,0.7607,17.2729,-3.2959,2.9297,95.609
1.3008,0.8647,0.7505,15.9302,-2.6245,3.9062,95.839
1.3262,0.8408,0.7358,16.0522,0.1221,5.127,96.01
1.3027,0.8281,0.7095,15.5029,5.9204,7.3853,96.081
1.3027,0.8281,0.7095,15.5029,5.9204,7.3853,96.114
1.231,0.8643,0.7041,13.4888,0.3662,8.667,96.339
1.2446,0.8359,0.7119,11.6577,-4.4556,9.4604,96.339
1.2788,0.8032,0.7212,12.8174,-7.1411,10.1318,96.921
1.2915,0.8213,0.7363,13.2446,-6.8359,9.2163,97.251
1.2783,0.8384,0.7383,12.146,-5.6152,7.2021,97.531
1.2891,0.8408,0.7251,11.7798,-4.7607,6.5918,97.789
1.3149,0.8442,0.7134,9.7656,-2.5635,6.2866,97.971
1.2725,0.8345,0.7461,4.1504,4.0283,3.6011,98.009
1.2725,0.8345,0.7461,4.1504,4.0283,3.6011,97.965
1.2866,0.811,0.7437,6.897,2.0142,3.6011,97.976
1.3252,0.8203,0.7354,7.5684,2.8687,4.3945,97.993
1.3315,0.8223,0.7285,7.6904,5.4321,4.5166,97.949
1.3062,0.8252,0.7192,7.9346,7.5684,4.8828,97.855
1.2593,0.8359,0.7256,12.4512,6.0425,6.7139,97.784
1.2593,0.8359,0.7256,12.4512,6.0425,6.7139,97.778
1.2349,0.8359,0.7583,6.7749,-0.4272,2.0752,97.872
1.3003,0.8193,0.7471,4.7607,-4.3335,2.9907,98.026
